study_id,volume_id,reconstruction
train_8057_a,train_8057_a_1,1
train_8996_a,train_8996_a_1,1
train_3737_a,train_3737_a_1,1
train_11167_a,train_11167_a_1,1
train_12003_a,train_12003_a_1,1
train_17002_a,train_17002_a_1,1
train_13216_a,train_13216_a_1,1
train_3243_a,train_3243_a_1,1
train_17536_a,train_17536_a_1,1
train_7189_a,train_7189_a_1,1
train_2484_a,train_2484_a_1,1
train_1923_a,train_1923_a_1,1
train_16234_a,train_16234_a_1,1
train_3356_a,train_3356_a_1,1
train_15829_a,train_15829_a_1,1
train_5107_a,train_5107_a_1,1
train_13910_a,train_13910_a_1,1
train_10098_a,train_10098_a_1,1
train_2037_a,train_2037_a_1,1
train_3032_a,train_3032_a_1,1
train_9310_a,train_9310_a_1,1
train_15070_a,train_15070_a_1,1
train_10326_a,train_10326_a_1,1
train_3898_a,train_3898_a_1,1
train_11340_a,train_11340_a_1,1
train_4009_a,train_4009_a_1,1
train_5460_a,train_5460_a_1,1
train_6927_a,train_6927_a_1,1
train_15771_a,train_15771_a_1,1
train_15649_a,train_15649_a_1,1
train_15178_a,train_15178_a_1,1
train_8704_a,train_8704_a_1,1
train_7220_a,train_7220_a_1,1
train_7232_a,train_7232_a_1,1
train_18329_a,train_18329_a_1,1
train_28_a,train_28_a_1,1
train_12426_a,train_12426_a_1,1
train_15263_a,train_15263_a_1,1
train_3144_a,train_3144_a_1,1
train_16345_a,train_16345_a_1,1
train_8369_a,train_8369_a_1,1
train_19853_a,train_19853_a_1,1
train_485_a,train_485_a_1,1
train_3726_a,train_3726_a_1,1
train_4040_a,train_4040_a_1,1
train_1717_a,train_1717_a_1,1
train_10770_a,train_10770_a_1,1
train_15192_a,train_15192_a_1,1
train_17907_a,train_17907_a_1,1
train_18312_a,train_18312_a_1,1
train_2303_a,train_2303_a_1,1
train_18772_a,train_18772_a_1,1
train_2887_a,train_2887_a_1,1
train_8920_a,train_8920_a_1,1
train_14565_a,train_14565_a_1,1
train_16852_a,train_16852_a_1,1
train_11262_a,train_11262_a_1,1
train_19328_a,train_19328_a_1,1
train_2575_a,train_2575_a_1,1
train_16165_a,train_16165_a_1,1
train_619_a,train_619_a_1,1
train_4111_a,train_4111_a_1,1
train_11231_a,train_11231_a_1,1
train_13742_a,train_13742_a_1,1
train_6566_a,train_6566_a_1,1
train_10976_a,train_10976_a_1,1
train_4095_a,train_4095_a_1,1
train_8995_a,train_8995_a_1,1
train_17914_a,train_17914_a_1,1
train_11478_a,train_11478_a_1,1
train_2479_a,train_2479_a_1,1
train_1418_a,train_1418_a_1,1
train_2075_a,train_2075_a_1,1
train_13326_a,train_13326_a_1,1
train_8205_a,train_8205_a_1,1
train_7765_a,train_7765_a_1,1
train_7850_a,train_7850_a_1,1
train_17610_a,train_17610_a_1,1
train_4646_a,train_4646_a_1,1
train_222_a,train_222_a_1,1
train_5010_a,train_5010_a_1,1
train_11928_a,train_11928_a_1,1
train_4622_a,train_4622_a_1,1
train_5445_a,train_5445_a_1,1
train_15455_a,train_15455_a_1,1
train_3504_a,train_3504_a_1,1
train_6893_a,train_6893_a_1,1
train_6391_a,train_6391_a_1,1
train_5842_a,train_5842_a_1,1
train_10473_a,train_10473_a_1,1
train_14219_a,train_14219_a_1,1
train_15072_a,train_15072_a_1,1
train_761_a,train_761_a_1,1
train_18089_a,train_18089_a_1,1
train_16920_a,train_16920_a_1,1
train_6006_a,train_6006_a_1,1
train_17435_a,train_17435_a_1,1
train_12294_a,train_12294_a_1,1
train_3264_a,train_3264_a_1,1
train_7691_a,train_7691_a_1,1
train_14477_a,train_14477_a_1,1
train_1046_a,train_1046_a_1,1
train_6845_a,train_6845_a_1,1
train_19212_a,train_19212_a_1,1
train_5895_a,train_5895_a_1,1
train_5608_a,train_5608_a_1,1
train_4162_a,train_4162_a_1,1
train_2391_a,train_2391_a_1,1
train_18587_a,train_18587_a_1,1
train_15226_a,train_15226_a_1,1
train_1094_a,train_1094_a_1,1
train_18947_a,train_18947_a_1,1
train_8602_a,train_8602_a_1,1
train_11642_a,train_11642_a_1,1
train_10579_a,train_10579_a_1,1
train_7550_a,train_7550_a_1,1
train_7713_a,train_7713_a_1,1
train_5306_a,train_5306_a_1,1
train_1020_a,train_1020_a_1,1
train_2974_a,train_2974_a_1,1
train_16440_a,train_16440_a_1,1
train_11477_a,train_11477_a_1,1
train_2641_a,train_2641_a_1,1
train_5521_a,train_5521_a_1,1
train_10008_a,train_10008_a_1,1
train_7307_a,train_7307_a_1,1
train_2011_a,train_2011_a_1,1
train_8906_a,train_8906_a_1,1
train_13283_a,train_13283_a_1,1
train_13329_a,train_13329_a_1,1
train_9309_a,train_9309_a_1,1
train_1075_a,train_1075_a_1,1
train_6499_a,train_6499_a_1,1
train_3568_a,train_3568_a_1,1
train_19512_a,train_19512_a_1,1
train_3662_a,train_3662_a_1,1
train_1172_a,train_1172_a_1,1
train_5068_a,train_5068_a_1,1
train_16958_a,train_16958_a_1,1
train_1865_a,train_1865_a_1,1
train_17903_a,train_17903_a_1,1
train_12810_a,train_12810_a_1,1
train_9754_a,train_9754_a_1,1
train_6429_a,train_6429_a_1,1
train_4836_a,train_4836_a_1,1
train_5845_a,train_5845_a_1,1
train_8306_a,train_8306_a_1,1
train_6781_a,train_6781_a_1,1
train_2565_a,train_2565_a_1,1
train_13515_a,train_13515_a_1,1
train_11060_a,train_11060_a_1,1
train_1014_a,train_1014_a_1,1
train_17726_a,train_17726_a_1,1
train_18307_a,train_18307_a_1,1
train_6269_a,train_6269_a_1,1
train_7516_a,train_7516_a_1,1
train_9182_a,train_9182_a_1,1
train_10682_a,train_10682_a_1,1
train_15663_a,train_15663_a_1,1
train_9522_a,train_9522_a_1,1
train_1311_a,train_1311_a_1,1
train_7175_a,train_7175_a_1,1
train_19396_a,train_19396_a_1,1
train_3977_a,train_3977_a_1,1
train_19694_a,train_19694_a_1,1
train_17944_a,train_17944_a_1,1
train_15267_a,train_15267_a_1,1
train_19379_a,train_19379_a_1,1
train_19423_a,train_19423_a_1,1
train_4589_a,train_4589_a_1,1
train_13212_a,train_13212_a_1,1
train_14239_a,train_14239_a_1,1
train_17862_a,train_17862_a_1,1
train_7806_a,train_7806_a_1,1
train_11735_a,train_11735_a_1,1
train_3255_a,train_3255_a_1,1
train_1403_a,train_1403_a_1,1
train_9928_a,train_9928_a_1,1
train_13257_a,train_13257_a_1,1
train_18841_a,train_18841_a_1,1
train_18444_a,train_18444_a_1,1
train_15984_a,train_15984_a_1,1
train_1265_a,train_1265_a_1,1
train_10653_a,train_10653_a_1,1
train_10539_a,train_10539_a_1,1
train_16398_a,train_16398_a_1,1
train_16775_a,train_16775_a_1,1
train_183_a,train_183_a_1,1
train_4479_a,train_4479_a_1,1
train_18455_a,train_18455_a_1,1
train_7312_a,train_7312_a_1,1
train_11607_a,train_11607_a_1,1
train_18525_a,train_18525_a_1,1
train_17996_a,train_17996_a_1,1
train_8303_a,train_8303_a_1,1
train_2543_a,train_2543_a_1,1
train_16369_a,train_16369_a_1,1
train_16392_a,train_16392_a_1,1
train_9524_a,train_9524_a_1,1
train_653_a,train_653_a_1,1
train_684_a,train_684_a_1,1
train_7592_a,train_7592_a_1,1
train_5481_a,train_5481_a_1,1
train_16957_a,train_16957_a_1,1
train_9767_a,train_9767_a_1,1
train_4209_a,train_4209_a_1,1
train_17457_a,train_17457_a_1,1
train_6252_a,train_6252_a_1,1
train_16820_a,train_16820_a_1,1
train_5535_a,train_5535_a_1,1
train_5562_a,train_5562_a_1,1
train_14938_a,train_14938_a_1,1
train_19898_a,train_19898_a_1,1
train_4779_a,train_4779_a_1,1
train_10527_a,train_10527_a_1,1
train_4395_a,train_4395_a_1,1
train_17382_a,train_17382_a_1,1
train_17628_a,train_17628_a_1,1
train_4425_a,train_4425_a_1,1
train_9079_a,train_9079_a_1,1
train_2811_a,train_2811_a_1,1
train_4634_a,train_4634_a_1,1
train_10241_a,train_10241_a_1,1
train_4465_a,train_4465_a_1,1
train_11915_a,train_11915_a_1,1
train_4259_a,train_4259_a_1,1
train_3803_a,train_3803_a_1,1
train_7417_a,train_7417_a_1,1
train_19468_a,train_19468_a_1,1
train_14305_a,train_14305_a_1,1
train_17575_a,train_17575_a_1,1
train_13227_a,train_13227_a_1,1
train_15377_a,train_15377_a_1,1
train_14401_a,train_14401_a_1,1
train_14417_a,train_14417_a_1,1
train_843_a,train_843_a_1,1
train_15935_a,train_15935_a_1,1
train_13500_a,train_13500_a_1,1
train_13289_a,train_13289_a_1,1
train_3597_a,train_3597_a_1,1
train_8862_a,train_8862_a_1,1
train_8145_a,train_8145_a_1,1
train_13077_a,train_13077_a_1,1
train_12010_a,train_12010_a_1,1
train_7167_a,train_7167_a_1,1
train_7953_a,train_7953_a_1,1
train_3810_a,train_3810_a_1,1
train_6537_a,train_6537_a_1,1
train_12073_a,train_12073_a_1,1
train_18069_a,train_18069_a_1,1
train_13370_a,train_13370_a_1,1
train_13038_a,train_13038_a_1,1
train_18292_a,train_18292_a_1,1
train_3505_a,train_3505_a_1,1
train_18862_a,train_18862_a_1,1
train_4182_a,train_4182_a_1,1
train_8650_a,train_8650_a_1,1
train_7600_a,train_7600_a_1,1
train_15542_a,train_15542_a_1,1
train_19933_a,train_19933_a_1,1
train_9325_a,train_9325_a_1,1
train_9899_a,train_9899_a_1,1
train_1907_a,train_1907_a_1,1
train_6571_a,train_6571_a_1,1
train_19214_a,train_19214_a_1,1
train_8196_a,train_8196_a_1,1
train_6729_a,train_6729_a_1,1
train_13826_a,train_13826_a_1,1
train_3943_a,train_3943_a_1,1
train_17713_a,train_17713_a_1,1
train_14322_a,train_14322_a_1,1
train_3560_a,train_3560_a_1,1
train_73_a,train_73_a_1,1
train_8001_a,train_8001_a_1,1
train_3204_a,train_3204_a_1,1
train_15897_a,train_15897_a_1,1
train_9471_a,train_9471_a_1,1
train_19184_a,train_19184_a_1,1
train_4106_a,train_4106_a_1,1
train_3706_a,train_3706_a_1,1
train_4223_a,train_4223_a_1,1
train_5877_a,train_5877_a_1,1
train_2198_a,train_2198_a_1,1
train_8636_a,train_8636_a_1,1
train_15135_a,train_15135_a_1,1
train_18420_a,train_18420_a_1,1
train_18042_a,train_18042_a_1,1
train_14566_a,train_14566_a_1,1
train_5693_a,train_5693_a_1,1
train_3363_a,train_3363_a_1,1
train_6332_a,train_6332_a_1,1
train_2_a,train_2_a_1,1
train_16528_a,train_16528_a_1,1
train_10834_a,train_10834_a_1,1
train_2755_a,train_2755_a_1,1
train_9710_a,train_9710_a_1,1
train_12071_a,train_12071_a_1,1
train_7689_a,train_7689_a_1,1
train_1872_a,train_1872_a_1,1
train_16671_a,train_16671_a_1,1
train_19026_a,train_19026_a_1,1
train_8686_a,train_8686_a_1,1
train_8385_a,train_8385_a_1,1
train_9479_a,train_9479_a_1,1
train_6804_a,train_6804_a_1,1
train_1934_a,train_1934_a_1,1
train_10362_a,train_10362_a_1,1
train_16430_a,train_16430_a_1,1
train_10385_a,train_10385_a_1,1
train_4084_a,train_4084_a_1,1
train_311_a,train_311_a_1,1
train_2123_a,train_2123_a_1,1
train_1068_a,train_1068_a_1,1
train_12636_a,train_12636_a_1,1
train_8153_a,train_8153_a_1,1
train_594_a,train_594_a_1,1
train_7636_a,train_7636_a_1,1
train_8963_a,train_8963_a_1,1
train_4536_a,train_4536_a_1,1
train_6349_a,train_6349_a_1,1
train_8511_a,train_8511_a_1,1
train_19492_a,train_19492_a_1,1
train_1517_a,train_1517_a_1,1
train_11007_a,train_11007_a_1,1
train_9634_a,train_9634_a_1,1
train_2480_a,train_2480_a_1,1
train_2060_a,train_2060_a_1,1
train_10083_a,train_10083_a_1,1
train_9246_a,train_9246_a_1,1
train_2587_a,train_2587_a_1,1
train_2227_a,train_2227_a_1,1
train_5128_a,train_5128_a_1,1
train_6882_a,train_6882_a_1,1
train_4454_a,train_4454_a_1,1
train_18467_a,train_18467_a_1,1
train_13891_a,train_13891_a_1,1
train_17244_a,train_17244_a_1,1
train_17449_a,train_17449_a_1,1
train_7906_a,train_7906_a_1,1
train_13116_a,train_13116_a_1,1
train_167_a,train_167_a_1,1
train_10251_a,train_10251_a_1,1
train_7482_a,train_7482_a_1,1
train_11492_a,train_11492_a_1,1
train_1182_a,train_1182_a_1,1
train_1613_a,train_1613_a_1,1
train_16970_a,train_16970_a_1,1
train_12802_a,train_12802_a_1,1
train_150_a,train_150_a_1,1
train_11776_a,train_11776_a_1,1
train_16255_a,train_16255_a_1,1
train_1785_a,train_1785_a_1,1
train_15595_a,train_15595_a_1,1
train_17986_a,train_17986_a_1,1
train_18808_a,train_18808_a_1,1
train_2109_a,train_2109_a_1,1
train_17110_a,train_17110_a_1,1
train_15027_a,train_15027_a_1,1
train_6604_a,train_6604_a_1,1
train_3066_a,train_3066_a_1,1
train_3006_a,train_3006_a_1,1
train_14385_a,train_14385_a_1,1
train_17949_a,train_17949_a_1,1
train_9472_a,train_9472_a_1,1
train_3971_a,train_3971_a_1,1
train_14411_a,train_14411_a_1,1
train_10366_a,train_10366_a_1,1
train_4991_a,train_4991_a_1,1
train_3495_a,train_3495_a_1,1
train_522_a,train_522_a_1,1
train_10262_a,train_10262_a_1,1
train_6198_a,train_6198_a_1,1
train_9040_a,train_9040_a_1,1
train_1110_a,train_1110_a_1,1
train_492_a,train_492_a_1,1
train_4561_a,train_4561_a_1,1
train_17888_a,train_17888_a_1,1
train_3843_a,train_3843_a_1,1
train_6142_a,train_6142_a_1,1
train_14693_a,train_14693_a_1,1
train_6753_a,train_6753_a_1,1
train_14025_a,train_14025_a_1,1
train_10237_a,train_10237_a_1,1
train_15393_a,train_15393_a_1,1
train_2369_a,train_2369_a_1,1
train_8246_a,train_8246_a_1,1
train_3010_a,train_3010_a_1,1
train_10586_a,train_10586_a_1,1
train_11162_a,train_11162_a_1,1
train_16268_a,train_16268_a_1,1
train_12081_a,train_12081_a_1,1
train_2831_a,train_2831_a_1,1
train_15246_a,train_15246_a_1,1
train_13575_a,train_13575_a_1,1
train_12691_a,train_12691_a_1,1
train_593_a,train_593_a_1,1
train_7706_a,train_7706_a_1,1
train_3163_a,train_3163_a_1,1
train_11491_a,train_11491_a_1,1
train_219_a,train_219_a_1,1
train_15652_a,train_15652_a_1,1
train_3511_a,train_3511_a_1,1
train_9440_a,train_9440_a_1,1
train_11428_a,train_11428_a_1,1
train_7483_a,train_7483_a_1,1
train_19013_a,train_19013_a_1,1
train_19628_a,train_19628_a_1,1
train_767_a,train_767_a_1,1
train_7941_a,train_7941_a_1,1
train_18016_a,train_18016_a_1,1
train_12261_a,train_12261_a_1,1
train_17322_a,train_17322_a_1,1
train_17548_a,train_17548_a_1,1
train_12414_a,train_12414_a_1,1
train_17779_a,train_17779_a_1,1
train_4593_a,train_4593_a_1,1
train_12690_a,train_12690_a_1,1
train_1239_a,train_1239_a_1,1
train_14616_a,train_14616_a_1,1
train_11473_a,train_11473_a_1,1
train_11062_a,train_11062_a_1,1
train_9597_a,train_9597_a_1,1
train_8021_a,train_8021_a_1,1
train_945_a,train_945_a_1,1
train_7940_a,train_7940_a_1,1
train_1080_a,train_1080_a_1,1
train_18291_a,train_18291_a_1,1
train_18082_a,train_18082_a_1,1
train_3056_a,train_3056_a_1,1
train_16936_a,train_16936_a_1,1
train_2968_a,train_2968_a_1,1
train_18155_a,train_18155_a_1,1
train_18448_a,train_18448_a_1,1
train_6650_a,train_6650_a_1,1
train_1906_a,train_1906_a_1,1
train_17042_a,train_17042_a_1,1
train_13341_a,train_13341_a_1,1
train_10192_a,train_10192_a_1,1
train_5538_a,train_5538_a_1,1
train_5684_a,train_5684_a_1,1
train_2056_a,train_2056_a_1,1
train_8184_a,train_8184_a_1,1
train_10102_a,train_10102_a_1,1
train_2379_a,train_2379_a_1,1
train_3744_a,train_3744_a_1,1
train_15705_a,train_15705_a_1,1
train_12888_a,train_12888_a_1,1
train_954_a,train_954_a_1,1
train_7865_a,train_7865_a_1,1
train_6902_a,train_6902_a_1,1
train_19120_a,train_19120_a_1,1
train_10977_a,train_10977_a_1,1
train_19321_a,train_19321_a_1,1
train_3583_a,train_3583_a_1,1
train_13194_a,train_13194_a_1,1
train_8957_a,train_8957_a_1,1
train_16541_a,train_16541_a_1,1
train_14163_a,train_14163_a_1,1
train_13650_a,train_13650_a_1,1
train_6589_a,train_6589_a_1,1
train_16419_a,train_16419_a_1,1
train_13705_a,train_13705_a_1,1
train_18006_a,train_18006_a_1,1
train_4487_a,train_4487_a_1,1
train_4642_a,train_4642_a_1,1
train_10379_a,train_10379_a_1,1
train_19697_a,train_19697_a_1,1
train_721_a,train_721_a_1,1
train_10390_a,train_10390_a_1,1
train_18189_a,train_18189_a_1,1
train_5918_a,train_5918_a_1,1
train_4765_a,train_4765_a_1,1
train_8086_a,train_8086_a_1,1
train_9965_a,train_9965_a_1,1
train_10012_a,train_10012_a_1,1
train_13851_a,train_13851_a_1,1
train_7422_a,train_7422_a_1,1
train_4531_a,train_4531_a_1,1
train_3857_a,train_3857_a_1,1
train_13750_a,train_13750_a_1,1
train_15909_a,train_15909_a_1,1
train_12544_a,train_12544_a_1,1
train_19098_a,train_19098_a_1,1
train_8719_a,train_8719_a_1,1
train_17070_a,train_17070_a_1,1
train_301_a,train_301_a_1,1
train_1140_a,train_1140_a_1,1
train_6968_a,train_6968_a_1,1
train_6632_a,train_6632_a_1,1
train_12102_a,train_12102_a_1,1
train_19345_a,train_19345_a_1,1
train_17639_a,train_17639_a_1,1
train_9625_a,train_9625_a_1,1
train_7595_a,train_7595_a_1,1
train_19099_a,train_19099_a_1,1
train_4574_a,train_4574_a_1,1
train_7530_a,train_7530_a_1,1
train_17267_a,train_17267_a_1,1
train_12904_a,train_12904_a_1,1
train_5315_a,train_5315_a_1,1
train_2759_a,train_2759_a_1,1
train_17531_a,train_17531_a_1,1
train_6386_a,train_6386_a_1,1
train_8785_a,train_8785_a_1,1
train_1254_a,train_1254_a_1,1
train_3855_a,train_3855_a_1,1
train_4683_a,train_4683_a_1,1
train_3143_a,train_3143_a_1,1
train_16794_a,train_16794_a_1,1
train_16519_a,train_16519_a_1,1
train_3530_a,train_3530_a_1,1
train_4507_a,train_4507_a_1,1
train_13438_a,train_13438_a_1,1
train_166_a,train_166_a_1,1
train_18499_a,train_18499_a_1,1
train_2477_a,train_2477_a_1,1
train_19096_a,train_19096_a_1,1
train_14465_a,train_14465_a_1,1
train_15051_a,train_15051_a_1,1
train_18076_a,train_18076_a_1,1
train_1432_a,train_1432_a_1,1
train_7846_a,train_7846_a_1,1
train_11190_a,train_11190_a_1,1
train_18890_a,train_18890_a_1,1
train_15623_a,train_15623_a_1,1
train_16082_a,train_16082_a_1,1
train_3088_a,train_3088_a_1,1
train_16568_a,train_16568_a_1,1
train_16434_a,train_16434_a_1,1
train_13163_a,train_13163_a_1,1
train_7899_a,train_7899_a_1,1
train_13035_a,train_13035_a_1,1
train_5105_a,train_5105_a_1,1
train_19306_a,train_19306_a_1,1
train_7703_a,train_7703_a_1,1
train_3278_a,train_3278_a_1,1
train_1866_a,train_1866_a_1,1
train_50_a,train_50_a_1,1
train_8743_a,train_8743_a_1,1
train_18739_a,train_18739_a_1,1
train_14897_a,train_14897_a_1,1
train_2349_a,train_2349_a_1,1
train_3014_a,train_3014_a_1,1
train_10967_a,train_10967_a_1,1
train_10253_a,train_10253_a_1,1
train_13064_a,train_13064_a_1,1
train_5711_a,train_5711_a_1,1
train_3304_a,train_3304_a_1,1
train_11069_a,train_11069_a_1,1
train_4037_a,train_4037_a_1,1
train_7559_a,train_7559_a_1,1
train_7400_a,train_7400_a_1,1
train_6115_a,train_6115_a_1,1
train_4727_a,train_4727_a_1,1
train_12446_a,train_12446_a_1,1
train_11230_a,train_11230_a_1,1
train_899_a,train_899_a_1,1
train_11396_a,train_11396_a_1,1
train_13770_a,train_13770_a_1,1
train_11376_a,train_11376_a_1,1
train_5861_a,train_5861_a_1,1
train_14447_a,train_14447_a_1,1
train_5337_a,train_5337_a_1,1
train_12148_a,train_12148_a_1,1
train_16033_a,train_16033_a_1,1
train_3629_a,train_3629_a_1,1
train_13214_a,train_13214_a_1,1
train_17834_a,train_17834_a_1,1
train_10311_a,train_10311_a_1,1
train_5433_a,train_5433_a_1,1
train_12033_a,train_12033_a_1,1
train_6147_a,train_6147_a_1,1
train_7103_a,train_7103_a_1,1
train_8248_a,train_8248_a_1,1
train_10536_a,train_10536_a_1,1
train_7004_a,train_7004_a_1,1
train_3305_a,train_3305_a_1,1
train_3198_a,train_3198_a_1,1
train_7644_a,train_7644_a_1,1
train_17757_a,train_17757_a_1,1
train_3476_a,train_3476_a_1,1
train_641_a,train_641_a_1,1
train_10283_a,train_10283_a_1,1
train_13365_a,train_13365_a_1,1
train_15918_a,train_15918_a_1,1
train_15802_a,train_15802_a_1,1
train_13827_a,train_13827_a_1,1
train_9963_a,train_9963_a_1,1
train_15244_a,train_15244_a_1,1
train_13097_a,train_13097_a_1,1
train_4844_a,train_4844_a_1,1
train_10396_a,train_10396_a_1,1
train_8230_a,train_8230_a_1,1
train_10585_a,train_10585_a_1,1
train_2296_a,train_2296_a_1,1
train_13063_a,train_13063_a_1,1
train_3435_a,train_3435_a_1,1
train_16724_a,train_16724_a_1,1
train_13190_a,train_13190_a_1,1
train_1625_a,train_1625_a_1,1
train_2006_a,train_2006_a_1,1
train_2304_a,train_2304_a_1,1
train_12482_a,train_12482_a_1,1
train_19737_a,train_19737_a_1,1
train_2810_a,train_2810_a_1,1
train_13795_a,train_13795_a_1,1
train_12581_a,train_12581_a_1,1
train_5612_a,train_5612_a_1,1
train_15628_a,train_15628_a_1,1
train_8300_a,train_8300_a_1,1
train_9361_a,train_9361_a_1,1
train_15008_a,train_15008_a_1,1
train_13758_a,train_13758_a_1,1
train_14353_a,train_14353_a_1,1
train_12286_a,train_12286_a_1,1
train_182_a,train_182_a_1,1
train_12955_a,train_12955_a_1,1
train_16690_a,train_16690_a_1,1
train_5157_a,train_5157_a_1,1
train_8285_a,train_8285_a_1,1
train_7739_a,train_7739_a_1,1
train_7607_a,train_7607_a_1,1
train_18637_a,train_18637_a_1,1
train_14375_a,train_14375_a_1,1
train_4265_a,train_4265_a_1,1
train_652_a,train_652_a_1,1
train_18386_a,train_18386_a_1,1
train_15994_a,train_15994_a_1,1
train_17145_a,train_17145_a_1,1
train_9873_a,train_9873_a_1,1
train_6187_a,train_6187_a_1,1
train_19117_a,train_19117_a_1,1
train_18480_a,train_18480_a_1,1
train_19101_a,train_19101_a_1,1
train_8864_a,train_8864_a_1,1
train_19797_a,train_19797_a_1,1
train_17950_a,train_17950_a_1,1
train_8402_a,train_8402_a_1,1
train_12299_a,train_12299_a_1,1
train_14579_a,train_14579_a_1,1
train_16759_a,train_16759_a_1,1
train_7698_a,train_7698_a_1,1
train_14356_a,train_14356_a_1,1
train_19992_a,train_19992_a_1,1
train_4184_a,train_4184_a_1,1
train_19799_a,train_19799_a_1,1
train_19150_a,train_19150_a_1,1
train_5450_a,train_5450_a_1,1
train_3604_a,train_3604_a_1,1
train_13177_a,train_13177_a_1,1
train_929_a,train_929_a_1,1
train_7774_a,train_7774_a_1,1
train_7963_a,train_7963_a_1,1
train_14196_a,train_14196_a_1,1
train_13468_a,train_13468_a_1,1
train_12920_a,train_12920_a_1,1
train_751_a,train_751_a_1,1
train_15400_a,train_15400_a_1,1
train_8441_a,train_8441_a_1,1
train_9252_a,train_9252_a_1,1
train_5830_a,train_5830_a_1,1
train_1186_a,train_1186_a_1,1
train_12864_a,train_12864_a_1,1
train_18469_a,train_18469_a_1,1
train_10872_a,train_10872_a_1,1
train_10033_a,train_10033_a_1,1
train_18913_a,train_18913_a_1,1
train_5645_a,train_5645_a_1,1
train_17364_a,train_17364_a_1,1
train_1247_a,train_1247_a_1,1
train_18051_a,train_18051_a_1,1
train_15082_a,train_15082_a_1,1
train_9047_a,train_9047_a_1,1
train_10554_a,train_10554_a_1,1
train_15147_a,train_15147_a_1,1
train_13298_a,train_13298_a_1,1
train_3352_a,train_3352_a_1,1
train_8857_a,train_8857_a_1,1
train_10837_a,train_10837_a_1,1
train_6089_a,train_6089_a_1,1
train_3117_a,train_3117_a_1,1
train_11214_a,train_11214_a_1,1
train_19417_a,train_19417_a_1,1
train_932_a,train_932_a_1,1
train_14451_a,train_14451_a_1,1
train_6642_a,train_6642_a_1,1
train_15993_a,train_15993_a_1,1
train_14208_a,train_14208_a_1,1
train_16235_a,train_16235_a_1,1
train_923_a,train_923_a_1,1
train_18341_a,train_18341_a_1,1
train_6535_a,train_6535_a_1,1
train_11189_a,train_11189_a_1,1
train_5031_a,train_5031_a_1,1
train_19190_a,train_19190_a_1,1
train_4472_a,train_4472_a_1,1
train_13371_a,train_13371_a_1,1
train_18663_a,train_18663_a_1,1
train_1298_a,train_1298_a_1,1
train_2848_a,train_2848_a_1,1
train_13931_a,train_13931_a_1,1
train_3147_a,train_3147_a_1,1
train_2851_a,train_2851_a_1,1
train_3549_a,train_3549_a_1,1
train_11187_a,train_11187_a_1,1
train_11539_a,train_11539_a_1,1
train_15114_a,train_15114_a_1,1
train_12207_a,train_12207_a_1,1
train_15304_a,train_15304_a_1,1
train_2260_a,train_2260_a_1,1
train_11504_a,train_11504_a_1,1
train_8343_a,train_8343_a_1,1
train_19558_a,train_19558_a_1,1
train_17068_a,train_17068_a_1,1
train_12318_a,train_12318_a_1,1
train_12392_a,train_12392_a_1,1
train_15736_a,train_15736_a_1,1
train_11963_a,train_11963_a_1,1
train_2466_a,train_2466_a_1,1
train_5436_a,train_5436_a_1,1
train_11731_a,train_11731_a_1,1
train_18611_a,train_18611_a_1,1
train_19816_a,train_19816_a_1,1
train_19161_a,train_19161_a_1,1
train_17022_a,train_17022_a_1,1
train_12361_a,train_12361_a_1,1
train_2546_a,train_2546_a_1,1
train_10330_a,train_10330_a_1,1
train_12627_a,train_12627_a_1,1
train_1318_a,train_1318_a_1,1
train_6162_a,train_6162_a_1,1
train_13207_a,train_13207_a_1,1
train_2638_a,train_2638_a_1,1
train_7094_a,train_7094_a_1,1
train_838_a,train_838_a_1,1
train_4049_a,train_4049_a_1,1
train_10268_a,train_10268_a_1,1
train_13924_a,train_13924_a_1,1
train_12551_a,train_12551_a_1,1
train_10756_a,train_10756_a_1,1
train_4951_a,train_4951_a_1,1
train_11962_a,train_11962_a_1,1
train_1317_a,train_1317_a_1,1
train_15225_a,train_15225_a_1,1
train_11611_a,train_11611_a_1,1
train_8894_a,train_8894_a_1,1
train_10639_a,train_10639_a_1,1
train_8904_a,train_8904_a_1,1
train_12074_a,train_12074_a_1,1
train_14808_a,train_14808_a_1,1
train_15259_a,train_15259_a_1,1
train_6107_a,train_6107_a_1,1
train_3659_a,train_3659_a_1,1
train_9190_a,train_9190_a_1,1
train_15952_a,train_15952_a_1,1
train_8014_a,train_8014_a_1,1
train_11071_a,train_11071_a_1,1
train_11548_a,train_11548_a_1,1
train_13768_a,train_13768_a_1,1
train_16036_a,train_16036_a_1,1
train_17264_a,train_17264_a_1,1
train_6668_a,train_6668_a_1,1
train_19864_a,train_19864_a_1,1
train_10702_a,train_10702_a_1,1
train_14449_a,train_14449_a_1,1
train_12338_a,train_12338_a_1,1
train_19906_a,train_19906_a_1,1
train_11115_a,train_11115_a_1,1
train_4922_a,train_4922_a_1,1
train_12631_a,train_12631_a_1,1
train_7921_a,train_7921_a_1,1
train_2397_a,train_2397_a_1,1
train_9255_a,train_9255_a_1,1
train_18177_a,train_18177_a_1,1
train_10021_a,train_10021_a_1,1
train_16757_a,train_16757_a_1,1
train_13610_a,train_13610_a_1,1
train_891_a,train_891_a_1,1
train_4051_a,train_4051_a_1,1
train_10118_a,train_10118_a_1,1
train_573_a,train_573_a_1,1
